,gene_name
5862,SF3A2
5863,FLI1
5864,RXFP1
5865,RTN3
5866,NDNF
5867,FGFBP1
5868,CYP4F11
5869,HKDC1
5870,DCD
5871,ZKSCAN3
5872,DEFB4A
5873,TKFC
5874,ADCY2
5875,ELK3
5876,TOB1
5877,CFL2
5878,RNF135
5879,DDHD2
5880,ZBTB4
5881,TRA2B
5882,TTLL1
5883,IGHG1
5884,FBN2
5885,KCNIP4
5886,SUDS3
5887,IFIT5
5888,DHRS9
5889,BAMBI
5890,HPGDS
5891,ADGRL1
5892,MAFF
5893,TLE1
5894,HEATR1
5895,CD200R1
5896,RPL23A
5897,NFIL3
5898,HM13
5899,POLL
5900,PLD4
5901,NKD1
5902,EZH1
5903,CTSV
5904,TSC22D1
5905,PORCN
5906,ACER3
5907,CALHM1
5908,USP26
5909,FITM2
5910,ACTBL2
5911,ALKBH8
5912,SLC6A20
5913,TRAPPC2
5914,HOXC9
5915,SSX2IP
5916,SH3GL3
5917,NKAP
5918,SNRPB2
5919,SOX14
5920,ANAPC11
5921,UBE2O
5922,MTF2
5923,RASGRF1
5924,MAP1LC3C
5925,AK2
5926,IFNA10
5927,GLRX5
5928,MGAM
5929,CLEC6A
5930,RPL28
5931,SLC12A4
5932,ESYT2
5933,MCU
5934,COPS3
5935,IFNA14
5936,GATAD2A
5937,GRWD1
5938,AUP1
5939,FANCL
5940,STRN3
5941,LGI1
5942,KANK2
5943,HTR3C
5944,RNF126
5945,THOC5
5946,LRRC8C
5947,PNLIPRP2
5948,GLO1
5949,PFKFB2
5950,STRAP
5951,RBM22
5952,EXOC2
5953,HOXB1
5954,G3BP2
5955,SEZ6
5956,MED30
5957,TAF1L
5958,SERPINB6
5959,POR
5960,CRTC1
5961,VPS25
5962,MTF1
5963,BCO2
5964,POGLUT1
5965,PSMA1
5966,NCAN
5967,GFI1B
5968,DCLRE1C
5969,HIF3A
5970,FGF3
5971,CPLX3
5972,ARHGEF15
5973,TSSK4
5974,ANGPTL4
5975,ITPA
5976,MYDGF
5977,IGHG3
5978,SFRP5
5979,ATP13A4
5980,RNPS1
5981,TRIM14
5982,VANGL2
5983,DCTN3
5984,NUP155
5985,CLIC2
5986,PATZ1
5987,CCDC88B
5988,PGLYRP4
5989,LUM
5990,BCL9L
5991,SPX
5992,MVB12B
5993,SYT17
5994,TP53BP2
5995,SCAMP1
5996,TRIM46
5997,CD320
5998,WDR43
5999,SLC22A11
6000,DCP1A
6001,HBZ
6002,RFC5
6003,POMGNT1
6004,OS9
6005,ACIN1
6006,ATF6B
6007,MTERF4
6008,TTLL7
6009,NTHL1
6010,MELTF
6011,RBFOX1
6012,ZNHIT1
6013,LMOD3
6014,ENAH
6015,RPL7A
6016,TONSL
6017,DRG1
6018,ABRAXAS1
6019,PIP4K2C
6020,ABCC10
6021,HSPE1
6022,SGCD
6023,PIAS3
6024,CTCFL
6025,FAU
6026,MAN2B1
6027,HACE1
6028,PSMC1
6029,NXF1
6030,GLG1
6031,DHRS2
6032,MAGI1
6033,MBIP
6034,STAT4
6035,POLG2
6036,CEP192
6037,ZNF622
6038,PABPN1
6039,HOXC11
6040,REXO4
6041,DTNA
6042,OGA
6043,ACER1
6044,EMG1
6045,PRRT2
6046,PKNOX1
6047,FBLL1
6048,PSG9
6049,TUBA1B
6050,FZD10
6051,DISP3
6052,ALDH18A1
6053,ICOSLG
6054,BMAL2
6055,EDEM2
6056,STS
6057,PSMD13
6058,LBH
6059,SAP30
6060,NUDT10
6061,ABHD12
6062,BFAR
6063,QARS1
6064,MAN1B1
6065,PLD6
6066,H2BC10
6067,LHX4
6068,ADA2
6069,ROMO1
6070,RIC3
6071,RNF40
6072,FGF16
6073,KCNC3
6074,SRP68
6075,SSH2
6076,YEATS2
6077,SLC34A2
6078,CYTH2
6079,MARCHF8
6080,SLC12A7
6081,RRAGB
6082,POTEF
6083,ZRANB3
6084,GOLPH3L
6085,DUSP16
6086,MEAK7
6087,MKNK1
6088,ARHGAP1
6089,MMP15
6090,ERCC6L2
6091,DYNC2I2
6092,ATG4A
6093,DOC2B
6094,KSR2
6095,TUBGCP6
6096,GFUS
6097,CSNK2A3
6098,HTR7
6099,TRIM26
6100,OOEP
6101,MED21
6102,DAZL
6103,CYBRD1
6104,TRIM3
6105,SLC9A5
6106,NMNAT2
6107,SLC6A11
6108,IGFBP4
6109,IFNAR1
6110,UROS
6111,TFCP2L1
6112,SNRPGP15
6113,VPS72
6114,DSCC1
6115,MOS
6116,SUB1
6117,LYPLA2
6118,TRIM40
6119,DEFB118
6120,EEF1A2
6121,SNX18
6122,EPN3
6123,CCL4L1
6124,CHD6
6125,CAMSAP2
6126,CYTH1
6127,NPTX1
6128,MRPL44
6129,TRIM56
6130,MUC2
6131,KCNMB4
6132,HBS1L
6133,ERC2
6134,PSPC1
6135,GOSR2
6136,HPS1
6137,ESRRA
6138,B4GALT2
6139,H3C1
6140,SIN3B
6141,COL8A1
6142,TIAM2
6143,TESPA1
6144,COQ7
6145,CNNM4
6146,MMP7
6147,PNPLA4
6148,HRNR
6149,PI4KA
6150,DPYS
6151,PSMB7
6152,ZP4
6153,HOXB9
6154,CA9
6155,OSBPL1A
6156,MEF2B
6157,NCBP3
6158,SRSF6
6159,LAG3
6160,TNNC1
6161,NEIL3
6162,PRPH2
6163,CRTC3
6164,DAO
6165,CENPW
6166,CHFR
6167,MTHFD1L
6168,CASP14
6169,EIF3L
6170,RPL10A
6171,CDK10
6172,SELL
6173,WTIP
6174,F8
6175,CPQ
6176,NAMPT
6177,ANXA7
6178,SAE1
6179,NCAPH
6180,GRIK1
6181,SIPA1L1
6182,NASP
6183,PFAS
6184,SOAT1
6185,HRC
6186,IGHG4
6187,UBTF
6188,SOD3
6189,USP18
6190,CSF3R
6191,SIX5
6192,NT5C1A
6193,RAB9B
6194,EXOC6
6195,DNMBP
6196,CDC23
6197,RUBCN
6198,PSMD12
6199,SLN
6200,MFSD12
6201,KCTD13
6202,ATRAID
6203,LDB3
6204,SGMS1
6205,CAMLG
6206,ATP13A3
6207,LIFR
6208,COL14A1
6209,POLR3B
6210,AP1M2
6211,BRPF3
6212,UFD1
6213,TRIB2
6214,PCDH8
6215,PITPNM3
6216,IGFBP6
6217,EML1
6218,NAF1
6219,CYTH3
6220,AP1AR
6221,SLC25A25
6222,TTLL12
6223,TBL1X
6224,RRS1
6225,PHYH
6226,ALDH1L2
6227,SRSF2
6228,MDGA1
6229,PBX4
6230,SPIN1
6231,GP2
6232,PIAS2
6233,SLC39A12
6234,NAA10
6235,WASH6P
6236,METTL5
6237,MYL3
6238,TOR1B
6239,ENC1
6240,HADH
6241,GNA15
6242,TSPAN15
6243,AZGP1
6244,UBIAD1
6245,DDX60
6246,TMEM199
6247,NRXN3
6248,PLIN2
6249,ALKBH4
6250,HLA-DMB
6251,CC2D2A
6252,NELL1
6253,SH3GL1
6254,DHX8
6255,PDE8A
6256,BEX1
6257,GRIP2
6258,SNAP91
6259,ASIC3
6260,ZBED6
6261,CDC45
6262,DNTT
6263,UMODL1
6264,FBLN5
6265,SLC30A4
6266,BPIFA1
6267,LETM1
6268,TCF23
6269,UGT8
6270,RYBP
6271,CPTP
6272,ANGPT4
6273,DUS2
6274,NR2F6
6275,DUSP5
6276,TMX1
6277,PMEL
6278,E2F3
6279,REXO2
6280,GATAD2B
6281,MED8
6282,SLC9A8
6283,CYP11A1
6284,RHOF
6285,KDM2A
6286,CLCA2
6287,HMGCL
6288,DHX29
6289,RAD17
6290,CBLC
6291,SDCCAG8
6292,IL37
6293,IGLC3
6294,ENKD1
6295,ALG2
6296,GTPBP1
6297,SFXN1
6298,RNF169
6299,CC2D1A
6300,BEST1
6301,APEX2
6302,RD3
6303,LYZ
6304,PSMB4
6305,ERLIN2
6306,IRX5
6307,HOXB7
6308,SPPL2A
6309,SMYD1
6310,RNF7
6311,RBM47
6312,CFH
6313,MMP25
6314,GCN1
6315,RHOBTB3
6316,STON1
6317,CKAP4
6318,MDC1
6319,NEK3
6320,MCPH1
6321,PIK3R6
6322,CRTAM
6323,RND3
6324,DIS3L2
6325,UBE2W
6326,CIMAP3
6327,PLAG1
6328,PPP3R2
6329,SUCLG2
6330,SAMD1
6331,CALD1
6332,SLC16A2
6333,PYDC2
6334,MCC
6335,MPIG6B
6336,H2BC21
6337,CFAP45
6338,ASF1A
6339,IRF2
6340,ASIP
6341,MPP7
6342,FAM161A
6343,C2
6344,KLC3
6345,TMEM97
6346,ARAF
6347,ATP10B
6348,PEMT
6349,WIPF1
6350,HLA-DMA
6351,EDF1
6352,PGM2
6353,FUBP3
6354,SNRNP70
6355,RNASE3
6356,RPL35A
6357,STK38
6358,SLC43A1
6359,PTGDR
6360,SLC24A3
6361,NR2C2
6362,KATNAL2
6363,DCK
6364,ISY1
6365,TBX4
6366,EIF5
6367,SPAG8
6368,TRPV2
6369,MAML1
6370,C1QTNF3
6371,ATCAY
6372,P2RX5
6373,SLC2A8
6374,ATP6V1C1
6375,TK2
6376,ERMN
6377,NSMCE3
6378,MORF4L1
6379,ADAP2
6380,DYNC1LI2
6381,AK8
6382,LSM3
6383,NUDC
6384,PM20D1
6385,SLCO1B3
6386,EAF2
6387,ITLN1
6388,UPB1
6389,SLC5A5
6390,NACC2
6391,OTUD3
6392,TRPM6
6393,DDX46
6394,AASS
6395,SKIC8
6396,PHAX
6397,ATP8B3
6398,SCAMP5
6399,POLR2F
6400,CORO7
6401,ARMC5
6402,ETF1
6403,HMCN2
6404,FOXN4
6405,SERPINC1
6406,CHRNE
6407,NUSAP1
6408,SKA1
6409,LSR
6410,ZFYVE26
6411,NSG2
6412,COTL1
6413,CH25H
6414,RPS21
6415,DCPS
6416,CTSA
6417,DAAM2
6418,TTLL5
6419,SLC22A16
6420,UBR3
6421,NAA50
6422,LDHC
6423,C1QTNF12
6424,ZDHHC9
6425,MDFIC
6426,FAIM2
6427,SMCHD1
6428,EIF4A2
6429,CETN1
6430,PLA2G2E
6431,CYP26C1
6432,KRT9
6433,TRPM5
6434,NAA16
6435,RPL4
6436,MED31
6437,LSM5
6438,CPOX
6439,TCOF1
6440,HSD11B2
6441,KLHL3
6442,GLS
6443,ZBTB14
6444,PHLDA2
6445,HTR3E
6446,RUFY1
6447,USP51
6448,GRB7
6449,RFC2
6450,BACE2
6451,SERPINA12
6452,CCN6
6453,MYH4
6454,USP25
6455,UGP2
6456,LCN2
6457,UNG
6458,NOP56
6459,AK6
6460,MKI67
6461,SPEF2
6462,FUT2
6463,SEC23IP
6464,TIMM10
6465,NECAB2
6466,H2BC12
6467,SPTLC1
6468,PLEKHG5
6469,DNAJB9
6470,BCL9
6471,ALDH7A1
6472,CNOT3
6473,NIT2
6474,CD300LF
6475,CENPT
6476,ILF2
6477,RGS8
6478,OTUD5
6479,UTP20
6480,SLCO1A2
6481,RNF125
6482,FTL
6483,GGH
6484,RPS18
6485,SYCE3
6486,ARRDC1
6487,TFDP2
6488,HLA-DOB
6489,RNASEK
6490,CD27
6491,HAPLN2
6492,VASH2
6493,NOX3
6494,RPS20
6495,N4BP1
6496,SNTB2
6497,AJAP1
6498,CCDC115
6499,MAN1A1
6500,PDK1
6501,SEPTIN8
6502,RPAP2
6503,SLX1A
6504,IGKV3-20
6505,FXYD2
6506,KCNN2
6507,L3HYPDH
6508,SNAPC3
6509,IRF9
6510,SAPCD2
6511,IL10RA
6512,CLK2
6513,DDC
6514,ARFRP1
6515,RAB39B
6516,DEFA6
6517,UBL4A
6518,RFPL2
6519,DNAJC1
6520,BCKDHB
6521,CYP2A6
6522,DDX19B
6523,CEP55
6524,GGPS1
6525,ACMSD
6526,POLR2H
6527,UQCRC1
6528,CDYL
6529,TAT
6530,SYF2
6531,PJVK
6532,PNN
6533,MICU1
6534,FMNL1
6535,ADAM11
6536,NOL9
6537,CDC42EP1
6538,H1-10
6539,AQP7
6540,RANBP9
6541,LTB
6542,SLC9A4
6543,ZC3H4
6544,SEMA6D
6545,TGS1
6546,TMOD2
6547,RFPL4AL1
6548,GNAO1
6549,RBM15B
6550,FGD3
6551,CREB3L2
6552,GSTA1
6553,RAPGEF6
6554,PKP3
6555,FARP2
6556,BPGM
6557,RGS1
6558,KIF27
6559,KISS1
6560,SLC39A4
6561,PSMD9
6562,OXA1L
6563,C4BPA
6564,RETREG1
6565,CNOT6L
6566,USP1
6567,HSP90AB2P
6568,NUDT4B
6569,ESRRG
6570,HES6
6571,KPNA3
6572,UHRF2
6573,FMO2
6574,CRNN
6575,DAZAP1
6576,NMRK2
6577,SERPINB13
6578,PIGR
6579,BBS9
6580,EIF2B3
6581,TSN
6582,AIMP2
6583,TAF5
6584,EYA4
6585,HMG20B
6586,FASTKD2
6587,CHKA
6588,FBXL2
6589,ITGA7
6590,HTR6
6591,RCOR1
6592,NRDC
6593,PHF14
6594,NAP1L1
6595,RNF216
6596,MYLK3
6597,MISP
6598,MLF1
6599,GABBR2
6600,NBL1
6601,TNFRSF4
6602,CACNG5
6603,FOXJ2
6604,PAN3
6605,ASTL
6606,PDCD1LG2
6607,OIP5
6608,PRAG1
6609,MGMT
6610,FAN1
6611,DXO
6612,PROS1
6613,SORBS3
6614,SSC5D
6615,STARD4
6616,COLQ
6617,ADAM2
6618,RNF146
6619,LMBRD1
6620,TET3
6621,TSTD1
6622,ATP6V1E1
6623,NEK9
6624,UBR4
6625,CEP295
6626,DHX16
6627,ILRUN
6628,PTGDR2
6629,SRPX
6630,FFAR1
6631,LNPK
6632,TMBIM1
6633,PSMC3IP
6634,FBXO6
6635,HTR5A
6636,TREM1
6637,IGLC1
6638,POLG
6639,CNGA2
6640,PPIP5K2
6641,MMP17
6642,CPT1C
6643,HNRNPM
6644,PEX10
6645,CEP152
6646,MTUS1
6647,IGKC
6648,YIPF5
6649,PNOC
6650,THOC7
6651,SNX12
6652,LEO1
6653,GPR158
6654,IMPDH1
6655,PSMB2
6656,SEC61B
6657,ANOS1
6658,PTPRA
6659,DZIP1L
6660,CTNND2
6661,ME2
6662,BAIAP2L1
6663,HERC1
6664,TTC5
6665,RFPL4A
6666,MOCS3
6667,PAX9
6668,MOV10L1
6669,SMOC2
6670,BPI
6671,EFHC1
6672,ASCC2
6673,NCAPG
6674,PPP4C
6675,MAST2
6676,GALNT11
6677,CTPS1
6678,STXBP4
6679,PTGR1
6680,HMGB3
6681,NUP93
6682,TUBA1C
6683,RPL37A
6684,GRAMD1A
6685,CSH2
6686,UBE2Z
6687,EIF4A1
6688,WASH4P
6689,BNC1
6690,AUTS2
6691,SOX7
6692,GDF10
6693,RPL8
6694,RSL1D1
6695,USP45
6696,ITM2B
6697,KDM1B
6698,TBC1D32
6699,UBE2J2
6700,ABO
6701,PI4K2B
6702,CRADD
6703,ZNF219
6704,CDC27
6705,EIF3K
6706,CBX8
6707,ORC4
6708,C9
6709,SPAG17
6710,TLE5
6711,ORC1
6712,TRIM55
6713,DUOXA2
6714,EDEM3
6715,C1D
6716,MFGE8
6717,SPDL1
6718,MAPK4
6719,IGFBP1
6720,MBOAT7
6721,PSMG1
6722,COL15A1
6723,NTNG1
6724,LRRTM2
6725,AP3B2
6726,RNASE6
6727,CKB
6728,SERPINB1
6729,APLP2
6730,MAX
6731,MAP4K2
6732,KCNE4
6733,CHL1
6734,CACNA1B
6735,CD8A
6736,GJB3
6737,GRIK4
6738,KPNA7
6739,USP46
6740,COX10
6741,CEP57
6742,SCNN1D
6743,RDH5
6744,KRT17
6745,RBM4B
6746,CLCN2
6747,PRDM15
6748,H1-8
6749,PDS5B
6750,EPGN
6751,DFFB
6752,DDX47
6753,UBA2
6754,ROGDI
6755,PRDM11
6756,UBE2L6
6757,YTHDF3
6758,SLCO3A1
6759,HSP90AA2P
6760,APPBP2
6761,PLAAT2
6762,NT5C3A
6763,VPS36
6764,OSMR
6765,BATF3
6766,SUCLA2
6767,NRL
6768,NUP37
6769,NCAM1
6770,GAB2
6771,BDH2
6772,CD164
6773,POFUT1
6774,LBR
6775,PITPNM2
6776,SLITRK3
6777,LRRC32
6778,RAB11FIP4
6779,SPRED2
6780,DGKB
6781,TAF5L
6782,SCAPER
6783,NUDT11
6784,FTMT
6785,TRPC6
6786,RPL18
6787,WDR82
6788,CNTN6
6789,TBC1D7
6790,FANK1
6791,PSKH1
6792,FBXL17
6793,MYL6
6794,YARS1
6795,MCIDAS
6796,DNASE1
6797,PEX7
6798,TRPC1
6799,TP53INP2
6800,REEP2
6801,SYMPK
6802,UBE2Q1
6803,TMEM63A
6804,STK17B
6805,EPOR
6806,ADGRL3
6807,NUF2
6808,DGKA
6809,MEIS3
6810,UGT1A9
6811,RFPL3
6812,SLC2A9
6813,RPA3
6814,PGRMC2
6815,RFX6
6816,UQCRQ
6817,PRKD3
6818,RMI1
6819,LMNB2
6820,ELOVL4
6821,WIF1
6822,TEAD1
6823,F10
6824,PSMD7
6825,SDHA
6826,P3H2
6827,BRAT1
6828,NUP54
6829,IDH2
6830,ACSBG1
6831,MRPS27
6832,CDK11B
6833,HSD17B12
6834,TMT1A
6835,GRIP1
6836,CHIA
6837,FOLR3
6838,DIXDC1
6839,MYO18B
6840,CFAP20
6841,SFTPA1
6842,FAM111A
6843,NR2F1
6844,NDUFS4
6845,ZNF804A
6846,CENPH
6847,EN2
6848,NR6A1
6849,ERAP2
6850,MT1G
6851,RGS7BP
6852,B4GALNT1
6853,RNH1
6854,MMP11
6855,PCYT1A
6856,UGT1A3
6857,KIF24
6858,GRPEL1
6859,LTC4S
6860,SEC24A
6861,NKG7
6862,PROK2
6863,POTEI
6864,PLIN3
6865,OAT
6866,ZBTB38
6867,LTBP2
6868,MATR3
6869,BCL7C
6870,FREM2
6871,NEDD8
6872,HORMAD1
6873,SH3RF2
6874,EED
6875,ACOT11
6876,RILPL2
6877,WIZ
6878,AK5
6879,SLC4A3
6880,PPL
6881,CHAMP1
6882,NOP10
6883,RNGTT
6884,DDX3Y
6885,PDIA4
6886,COL27A1
6887,MYOT
6888,NAPG
6889,RANBP1
6890,TP53RK
6891,SGCB
6892,STAM
6893,CXCR6
6894,GNA14
6895,HRH4
6896,SGIP1
6897,HNRNPAB
6898,GPR15LG
6899,SETD7
6900,JAGN1
6901,ING1
6902,CEP89
6903,NUDT15
6904,PHLPP2
6905,MT-ND4
6906,NCS1
6907,UPF2
6908,MT-ND1
6909,NLN
6910,MMACHC
6911,LTBR
6912,GK
6913,CRACR2A
6914,RO60
6915,NLE1
6916,DNAH8
6917,REV3L
6918,VPS53
6919,ACOX2
6920,BCL2A1
6921,DUSP29
6922,EEF1D
6923,FGL2
6924,IFIT1
6925,SLC51B
6926,EIF2S2
6927,DERA
6928,RETN
6929,DGKH
6930,HDGFL2
6931,DCLK2
6932,TUBA4A
6933,ELOVL2
6934,CCDC22
6935,VAMP5
6936,TAB3
6937,FBXL5
6938,TRMT112
6939,GANAB
6940,ANAPC4
6941,CIR1
6942,SNRPN
6943,MTSS2
6944,RMI2
6945,ELMO1
6946,ZNF365
6947,HMX2
6948,NCAPD3
6949,ERCC6L
6950,ZHX2
6951,ACO2
6952,GOSR1
6953,H2BC12L
6954,MGST1
6955,PMP22
6956,USP27X
6957,CD19
6958,TRAPPC3
6959,COPS4
6960,DNAI2
6961,KIF7
6962,TUBB8
6963,STRADA
6964,RERG
6965,VASN
6966,LILRA4
6967,EME1
6968,TSEN2
6969,DNAH1
6970,ADGRF1
6971,WNK2
6972,POTEJ
6973,AP3M2
6974,KIN
6975,ADGRE5
6976,BMP2K
6977,KLK5
6978,RAB4B
6979,GET4
6980,LETMD1
6981,BAZ1A
6982,PSMB8
6983,PPP4R2
6984,STX18
6985,SCTR
6986,HES7
6987,RTF1
6988,MTHFD2L
6989,CFC1
6990,CXCR5
6991,ARL6IP1
6992,COQ6
6993,GAS1
6994,ISL2
6995,EIF2B1
6996,WASHC2A
6997,MCCC1
6998,FAM98A
6999,LGALS3BP
7000,NDUFV1
7001,POU3F1
7002,PIP
7003,ACSL6
7004,ARPP19
7005,SGCA
7006,RPL12
7007,ERG
7008,ADCY7
7009,TMEM33
7010,GNPDA1
7011,NANOS1
7012,DBI
7013,NGB
7014,H3-3A
7015,KATNBL1
7016,MADD
7017,PPM1E
7018,SPATA13
7019,NLRP2
7020,SECISBP2
7021,CD180
7022,SLC9A7
7023,FLG
7024,IL1R2
7025,HSP90AB3P
7026,CDKN2C
7027,GREM2
7028,AP4B1
7029,DMRTC2
7030,SPPL2C
7031,STK10
7032,LHX6
7033,TLK1
7034,LHX9
7035,GJD3
7036,DBF4B
7037,SHPK
7038,SULT1A2
7039,TACC3
7040,RGS6
7041,ZNF598
7042,DNAJC15
7043,VCPIP1
7044,WDR24
7045,GALK1
7046,CFAP58
7047,ABLIM3
7048,BMS1
7049,MMRN2
7050,UTP25
7051,KAT14
7052,ACKR4
7053,POGZ
7054,SHPRH
7055,DEFB114
7056,RBM5
7057,CKS2
7058,ARV1
7059,NFE2L1
7060,TNFSF13
7061,RND2
7062,GSTK1
7063,TMEM175
7064,GCM2
7065,NMD3
7066,SAR1A
7067,IL26
7068,PITPNC1
7069,ATP10D
7070,SHROOM3
7071,RPL14
7072,UBR1
7073,HTATSF1
7074,DAND5
7075,RPS10
7076,CDX4
7077,OR10J5
7078,EEF1E1
7079,GEN1
7080,LAMTOR4
7081,ALDH9A1
7082,NEMF
7083,PRMT7
7084,CLEC4A
7085,STARD13
7086,MED25
7087,SCUBE1
7088,NRROS
7089,ZNF451
7090,ARIH2
7091,PARD6G
7092,STAM2
7093,CCDC134
7094,ATP8B4
7095,IL36G
7096,FNIP2
7097,PSMA5
7098,JMJD1C
7099,TPI1
7100,ITM2C
7101,OGFOD1
7102,CORIN
7103,CHAC1
7104,ROM1
7105,RBP1
7106,PSMB5
7107,POLR2B
7108,AGXT2
7109,CREG1
7110,UQCC2
7111,NUCB2
7112,SPOUT1
7113,HAPLN4
7114,UBA7
7115,YPEL5
7116,HAS3
7117,RPL3
7118,MBD2
7119,SLC15A3
7120,HOGA1
7121,CHCHD3
7122,MRC1
7123,MEOX1
7124,DBT
7125,COL5A3
7126,STYX
7127,PHC1
7128,FASTK
7129,TRIM36
7130,PAIP1
7131,DEPDC5
7132,ZNF639
7133,SVIP
7134,TUBGCP5
7135,HILPDA
7136,ATP23
7137,MAGEA2
7138,IQSEC1
7139,AKR1D1
7140,INTS3
7141,LMOD1
7142,KCNMB1
7143,MLX
7144,OTOF
7145,UBA3
7146,XPR1
7147,DIO3
7148,TRHDE
7149,NABP2
7150,PRDM2
7151,NUP43
7152,CDX1
7153,ULBP2
7154,H2AZ1
7155,SLC9C1
7156,MGST3
7157,DAW1
7158,NRDE2
7159,DNAJA2
7160,NTN4
7161,IER3IP1
7162,MTPAP
7163,NDUFA12
7164,DNASE1L3
7165,CRIP1
7166,TRIM54
7167,ANKRD2
7168,PGAM2
7169,PPIP5K1
7170,HAUS8
7171,CDC42BPG
7172,PLXNC1
7173,MGAT1
7174,HSPA4
7175,B4GALT7
7176,UCKL1
7177,APIP
7178,ACSM2B
7179,FCER1A
7180,EIF5B
7181,MEIOB
7182,RCN3
7183,GP6
7184,SSRP1
7185,CDH7
7186,MARVELD3
7187,GUCA1B
7188,CTNNA3
7189,IRAG2
7190,ORC5
7191,GAL3ST3
7192,COL8A2
7193,RPL10L
7194,ACTL7A
7195,SUPT16H
7196,CD1A
7197,DCX
7198,EIF4EBP2
7199,KCNA4
7200,CXCL16
7201,ELP2
7202,HTR1D
7203,PSMB1
7204,SMG5
7205,CEP120
7206,ABCB8
7207,F9
7208,SF3B5
7209,WNT8B
7210,MPPE1
7211,RNLS
7212,METAP1
7213,CDK19
7214,LPA
7215,KLK3
7216,CDC16
7217,NPRL3
7218,UBE2D2
7219,PTP4A1
7220,TTLL6
7221,MED4
7222,CFAP410
7223,PDSS2
7224,SLC35D1
7225,PHLDA3
7226,SRPK3
7227,TFF1
7228,SUPT4H1
7229,GBE1
7230,MED23
7231,EML3
7232,ATL1
7233,MAP7
7234,ARHGAP4
7235,IGBP1
7236,MTARC1
7237,TDO2
7238,ENO2
7239,CYP2U1
7240,TMEM107
7241,NUP205
7242,STN1
7243,DUSP19
7244,MBOAT2
7245,MYOZ2
7246,MMS22L
7247,GPBAR1
7248,DUSP9
7249,PAPOLA
7250,DUSP4
7251,CBR4
7252,CYP17A1
7253,CRX
7254,DPYSL2
7255,TUT7
7256,ZNF683
7257,PCDH15
7258,SLC39A10
7259,TYRP1
7260,TDRD1
7261,CABP4
7262,MAGEL2
7263,PRDM12
7264,RXFP2
7265,ZNRF3
7266,GJA4
7267,GRPR
7268,PROCR
7269,ADGRE2
7270,AGFG1
7271,FOXL1
7272,FBF1
7273,GSX1
7274,DEF6
7275,ADAP1
7276,SEC23A
7277,AK4P3
7278,RNASEH2B
7279,EPB41L4B
7280,PPP2R5D
7281,NEDD1
7282,FAAP20
7283,EBP
7284,NFAM1
7285,STAC3
7286,IMPA1
7287,CHML
7288,PRPF4B
7289,SF3A3
7290,TRAT1
7291,SHLD2
7292,METTL18
7293,COL19A1
7294,CTDSP1
7295,CASS4
7296,ORM2
7297,TNNI3K
7298,NPHS2
7299,CYP8B1
7300,ETV1
7301,GC
7302,POU2F1
7303,SHISA7
7304,DEDD2
7305,LRRC8E
7306,FUCA2
7307,ZFYVE19
7308,STAG3
7309,HOXB8
7310,CCP110
7311,UPK3A
7312,MYO16
7313,CYB5B
7314,ZFYVE16
7315,MDFI
7316,SLCO1C1
7317,PDE6G
7318,IMPG2
7319,CHIT1
7320,PRPS2
7321,IFNLR1
7322,POLR1C
7323,JPH3
7324,MAFG
7325,CSNK1G1
7326,DNAH7
7327,FICD
7328,MCM10
7329,LHX8
7330,METTL23
7331,PHIP
7332,KIDINS220
7333,NUP42
7334,ACSM2A
7335,NGRN
7336,SEMA3B
7337,PTGIR
7338,EIF3G
7339,RGS10
7340,INCA1
7341,IGHG2
7342,KCNC4
7343,ATF7
7344,CHRM4
7345,POLR3F
7346,DUX4
7347,IKZF4
7348,MPG
7349,ZNF750
7350,WIPF3
7351,OLFM2
7352,ETV5
7353,TRAPPC9
7354,TIMM9
7355,ATP13A1
7356,WDR81
7357,SYTL2
7358,PGAP1
7359,USF2
7360,GAS2L1
7361,ZNF326
7362,MPP2
7363,ZDHHC1
7364,RIC1
7365,RRAS2
7366,OSBPL6
7367,MNS1
7368,ARHGAP18
7369,KLC2
7370,WNT8A
7371,IZUMO1
7372,ACAD11
7373,TENM3
7374,SPINT2
7375,ALDH3A1
7376,WNT9A
7377,PPP4R3B
7378,USP37
7379,CD70
7380,PSMB6
7381,DDX11L8
7382,DMRT2
7383,RNF113A
7384,ZFAND5
7385,CKS1B
7386,ANXA13
7387,RSF1
7388,TRIM44
7389,KLF6
7390,MED16
7391,MATN2
7392,PELP1
7393,TMED5
7394,FTSJ3
7395,PPIL2
7396,ANO9
7397,JPH4
7398,HBQ1
7399,RIPOR1
7400,ALDH3B1
7401,KRR1
7402,CSGALNACT2
7403,SHLD3
7404,DDX19A
7405,POLR1G
7406,SAXO1
7407,BLMH
7408,HAUS7
7409,UMPS
7410,PDE6B
7411,RAB3GAP2
7412,MCF2
7413,CYP2A13
7414,NEGR1
7415,ZP2
7416,CERKL
7417,AQR
7418,EIF3C
7419,CHAF1A
7420,RBM46
7421,GLYR1
7422,RNASE2
7423,SRRM1
7424,CYP24A1
7425,PLAC8
7426,DUSP2
7427,DOP1B
7428,ZBED4
7429,DKK3
7430,MAP4K1
7431,GHITM
7432,ADM2
7433,SF3B6
7434,SCGN
7435,IVNS1ABP
7436,MBOAT1
7437,ACP4
7438,B4GALT3
7439,MRNIP
7440,SLC5A2
7441,UBE2J1
7442,DACT2
7443,NOL6
7444,MAN1A2
7445,HP1BP3
7446,FOXI3
7447,S1PR4
7448,ELOC
